,ID,Image_Name,Question,Sub_Question,Consumer_Answer
241,11708,Sofy_NFS_110153_110153_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来就像是雨后清新的空气，雨后的水珠夹杂着空气的清新和清香。
242,11709,Sofy_NFS_110153_110153_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来泉水响叮当非常干净利落。
243,11719,Laurier_SSG_110156_110156_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来非常的干净，纯粹。
244,11720,Laurier_SSG_110156_110156_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,非常整洁舒适。
245,11721,Laurier_SSG_110156_110156_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,整个非常的和谐，非常的舒服。
246,11722,Laurier_SSG_110156_110156_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,非常的柔软。像婴儿的肌肤一样。
247,11732,Sofy_NFS_110157_110157_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,洁净让我想到白色。
248,11733,Sofy_NFS_110157_110157_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,让我想到了面膜的触感
249,11734,Sofy_NFS_110157_110157_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,让我想起了清洁的味道
250,11735,Sofy_NFS_110157_110157_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像是黄鹂鸟的叫声，清脆的感觉
251,11745,Whisper_Pink_110164_110164_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来要舒服。
252,11746,Whisper_Pink_110164_110164_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,味道不要太重，希望像有花儿的那种香味儿。
253,11747,Whisper_Pink_110164_110164_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像花儿棉棉，柔柔的。
254,11748,Whisper_Pink_110164_110164_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来绵绵的。
255,11758,Sofy_NFS_110165_110165_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像云雾般柔软。
256,11759,Sofy_NFS_110165_110165_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,蛋糕般柔软。
257,11760,Sofy_NFS_110165_110165_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,花朵般清新。
258,11761,Sofy_NFS_110165_110165_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,清澈的流水。
259,11771,Laurier_SSG_110166_110166_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,刚刚沐浴过后，有一种清爽的感觉。
260,11772,Laurier_SSG_110166_110166_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,有淡淡的果香，很清香。
261,11773,Laurier_SSG_110166_110166_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像刚刚洗过的脸，如牛奶一般丝滑。
262,11774,Laurier_SSG_110166_110166_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像有鸟语花香一般。
263,11784,Sofy_NFS_120004_120004_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,舒服的[呲牙]。
264,11785,Sofy_NFS_120004_120004_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,轻盈地像空气。
265,11786,Sofy_NFS_120004_120004_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像大海的味道。
266,11787,Sofy_NFS_120004_120004_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像玩伴一样
267,11797,Sofy_NFS_120005_120005_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像云朵，比较柔软，干净。
268,11798,Sofy_NFS_120005_120005_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来像空气，就感觉比较透气吧。
269,11799,Sofy_NFS_120005_120005_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来有一点点沐浴后的清香味道。
270,11800,Sofy_NFS_120005_120005_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来让人感到很快乐，不会感到难受。
271,11810,Sofy_NFS_120006_120006_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,皮肤光滑。
272,11811,Sofy_NFS_120006_120006_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,水润的。
273,11812,Sofy_NFS_120006_120006_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,有花香的味道。
274,11813,Sofy_NFS_120006_120006_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像海的味道。
275,11823,Whisper_Pink_120008_120008_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像白云
276,11824,Whisper_Pink_120008_120008_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,想清晨一样洁净
277,11825,Whisper_Pink_120008_120008_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像花香
278,11826,Whisper_Pink_120008_120008_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像微风。
279,11836,Sofy_NFS_120011_120011_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像棉花非常的亲肤，柔软舒适。
280,11837,Sofy_NFS_120011_120011_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,那像布丁一样非常的丝滑 。
281,11838,Sofy_NFS_120011_120011_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来应该像空气一样清新，或者像花香一样清新。
282,11839,Sofy_NFS_120011_120011_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像棉花一样柔软舒适亲肤。
283,11849,Whisper_Pink_120012_120012_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,这款卫生巾就比较时尚，就觉得很舒服，应该可以提供肌肤洁净
284,11850,Whisper_Pink_120012_120012_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,可以很舒服，可以在夏天也可以穿短裤，然后呢，不会让人发现。
285,11851,Whisper_Pink_120012_120012_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来有淡淡的花香，让人很愉悦。
286,11852,Whisper_Pink_120012_120012_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,希望可以闻起来很清新，听起来就好像是在吃气泡薯片的感觉。
287,11862,Sofy_NFS_120014_120014_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我觉得理想的肌肤，洁净的卫生巾看起来应该就是像这种瀑布，是青山对水的，这种给人的感觉一样就是干净卫生，然后呢，清洁就是视觉冲击大，就是直接能让人感觉出来，这是个清洁的卫生巾。
288,11863,Sofy_NFS_120014_120014_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,理想的肌肤洁净的卫生巾，摸起来我觉得应该是凉爽的，就比如说这个有这种冰冰凉凉的，然后很舒适，因为毕竟有的时候这个经期期间比较燥热，内心也比较烦躁，所以这种清凉的比较适合让人身心愉悦，然后比如像这种奶茶能带给人这种开心。
289,11864,Sofy_NFS_120014_120014_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,理想的肌肤洁净的卫生巾，闻起来应该像就是这种有花有草，有这种就是草绿青青草地，然后鸟与花香闻起来就是这种清新自然，不要那种化学化学剂特别浓厚，也不要有那种什么化学产品的那种感觉，一定要清新自然。
290,11865,Sofy_NFS_120014_120014_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,理想的肌肤洁净的卫生巾，听起来应该就像这种沙滩海浪，这种感觉就比如说这种海浪冲上沙滩会带走呢，够然后留下这种就是干净的，这种感觉就是有被水滋润，然后清洁，听起来就是比较声声入耳啊，还是以舒适为主吧。
291,11875,Whisper_Pink_120017_120017_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,清澈干净。
292,11876,Whisper_Pink_120017_120017_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来比较软的。
293,11877,Whisper_Pink_120017_120017_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来清新。
294,11878,Whisper_Pink_120017_120017_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,有淡淡的，就是清水的声音。
295,11888,Sofy_NFS_120018_120018_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,干净精致。
296,11889,Sofy_NFS_120018_120018_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像花瓣一样柔软。
297,11890,Sofy_NFS_120018_120018_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,淡淡的花香。
298,11891,Sofy_NFS_120018_120018_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,雨打在树木上的声音。
299,11901,Sofy_NFS_120023_120023_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像水一样洁净。
300,11902,Sofy_NFS_120023_120023_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像婴儿的皮肤一样柔软。
301,11903,Sofy_NFS_120023_120023_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,绿色的大自然感觉。
302,11904,Sofy_NFS_120023_120023_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,海边的风，很舒服的感觉。
303,11914,Sofy_NFS_120025_120025_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像蒲公英，很干净，很清爽。
304,11915,Sofy_NFS_120025_120025_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,向幸福的气球摸起来很有感觉，让皮肤更好的贴近肌肤。
305,11916,Sofy_NFS_120025_120025_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,犹如婴儿般的肌肤，皮肤很水润，无疼痛感。
306,11917,Sofy_NFS_120025_120025_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,小桥流水，烟雨蒙蒙，细如安详。
307,11927,Sofy_NFS_120027_120027_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,理想的肌肤洁净卫生巾应该外观漂亮。
308,11928,Sofy_NFS_120027_120027_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,理想的肌肤洁净卫生巾应该摸起来像花一样柔软舒服细腻。
309,11929,Sofy_NFS_120027_120027_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,理想的肌肤清洁卫生巾应该闻起来清香淡雅不刺激。
310,11930,Sofy_NFS_120027_120027_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,理想的肌肤清洁卫生巾，听起来应该像动画片一样让人喜欢。
311,11940,Whisper_Pink_120029_120029_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,是柔軟。
312,11941,Whisper_Pink_120029_120029_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,棉質的。
313,11942,Whisper_Pink_120029_120029_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,是摸起來順滑的。
314,11943,Whisper_Pink_120029_120029_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像水一樣的絲滑。
315,11953,Sofy_NFS_120030_120030_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我希望理想的肌肤洁净，像婴儿的皮肤一样细腻丝滑。
316,11954,Sofy_NFS_120030_120030_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,我理想的肌肤洁净，像鲜花一样鲜嫩美丽。
317,11955,Sofy_NFS_120030_120030_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,理想的肌肤洁净，闻起来像宝宝的奶香味儿。
318,11956,Sofy_NFS_120030_120030_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,理想的肌肤洁净，听起来像大自然的声音。
319,11966,Sofy_NFS_120031_120031_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,希望经期不长痘痘。
320,11967,Sofy_NFS_120031_120031_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,皮肤光滑细嫩。
321,11968,Sofy_NFS_120031_120031_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,皮肤好，没有毛孔。
322,11969,Sofy_NFS_120031_120031_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,轻薄感受皮肤好。
323,11979,Sofy_NFS_120032_120032_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像剥了壳的鸡蛋一样干净，洁白。
324,11980,Sofy_NFS_120032_120032_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来像珍珠一样，有光泽，细腻。
325,11981,Sofy_NFS_120032_120032_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,像干净的清水一样洁净清新。
326,11982,Sofy_NFS_120032_120032_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,有花开一样的感觉。
327,11992,Sofy_NFS_120034_120034_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来干净整洁。
328,11993,Sofy_NFS_120034_120034_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来很柔软。
329,11994,Sofy_NFS_120034_120034_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来很清新。
330,11995,Sofy_NFS_120034_120034_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来很安静
331,12005,Sofy_NFS_120035_120035_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来就是很干净，很清凉，很透气。
332,12006,Sofy_NFS_120035_120035_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来就像婴儿的皮肤。
333,12007,Sofy_NFS_120035_120035_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来就是很清香，像茉莉花香一样。
334,12008,Sofy_NFS_120035_120035_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来就是很开心，像出去玩儿一样。
335,12018,Whisper_Pink_120037_120037_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来像光滑的肌肤一样。
336,12019,Whisper_Pink_120037_120037_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来是水润的，柔和的。
337,12020,Whisper_Pink_120037_120037_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像桃子一样甜甜的。
338,12021,Whisper_Pink_120037_120037_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像草莓芝士蛋糕一样柔软的。
339,12031,Whisper_Pink_120042_120042_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,我觉得理想的那个样子，应该是看起来像洁白的丝绸，看起来很丝滑柔软，然后是白色的，很干净啊，然后它的颜色也白的也比较自然，像丝绸或者像珍珠一样那种，白的，然后自然的那种光泽，不是像荧光粉的那种白。
340,12032,Whisper_Pink_120042_120042_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来应该像鸡蛋一样光滑柔软，有弹性就Q弹，这个还想那个鸡蛋一样细腻，然后颜色也是洁白的，就是触感很柔软很丝滑。
341,12033,Whisper_Pink_120042_120042_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像玉兰花瓣儿一样淡淡的幽香，很自然，不刺鼻，很优雅很洁净。
342,12034,Whisper_Pink_120042_120042_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像竹鲜切的竹笋，从竹笋里的出来的那种损之而滴滴答答的自然清脆轻柔啊，觉得她应该是那种温柔的，清脆的声音。
343,12044,Whisper_Pink_120044_120044_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,清新、洁净，花香。
344,12045,Whisper_Pink_120044_120044_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,白皙丝滑。肌肤有弹性
345,12046,Whisper_Pink_120044_120044_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,水果，酸奶的清香味。
346,12047,Whisper_Pink_120044_120044_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,轻轻的有Q弹的感觉。
347,12057,Whisper_Pink_120047_120047_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,看起来很柔软丝滑，有种在空中云端的感觉，肌肤很绵柔。
348,12058,Whisper_Pink_120047_120047_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来像天空中的云彩和热气球，仿佛可以摸到他的感受，丝滑绵密的质感让人有种轻松愉悦的感觉，像天空中的云彩和热气球的膨胀。
349,12059,Whisper_Pink_120047_120047_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像卧室中的花草香。
350,12060,Whisper_Pink_120047_120047_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像花瓶中藕荷紫的花朵，清新且干净。
351,12070,Sofy_NFS_120049_120049_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,绿色有淡淡的花香。
352,12071,Sofy_NFS_120049_120049_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,洁净没有污染。
353,12072,Sofy_NFS_120049_120049_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来柔软蓬松。
354,12073,Sofy_NFS_120049_120049_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像清晨的鸟叫声。
355,12083,Whisper_Pink_120051_120051_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像棉花一样柔软。
356,12084,Whisper_Pink_120051_120051_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸起来应该像海绵一样，吸收性特别好。
357,12085,Whisper_Pink_120051_120051_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像香水一样淡淡的香味。
358,12086,Whisper_Pink_120051_120051_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,听起来像小婴儿的肌肤一样柔软细腻
359,12096,Whisper_Pink_120052_120052_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,轻柔丝滑。
360,12097,Whisper_Pink_120052_120052_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,像云朵，摸起来软绵绵的。
361,12098,Whisper_Pink_120052_120052_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来像小花一样清新。
362,12099,Whisper_Pink_120052_120052_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,像在花园儿里的声音很放松享受。
363,12109,Sofy_NFS_120055_120055_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,像13岁少女的肌肤一样有光泽
364,12110,Sofy_NFS_120055_120055_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,摸着肌肤很干净。
365,12111,Sofy_NFS_120055_120055_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来特别清爽。
366,12112,Sofy_NFS_120055_120055_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,清爽的肌肤嘭嘭的感觉。
367,12122,Sofy_NFS_120064_120064_D1a_0.jpg,理想中的经期肌肤洁净-看起来像,,淡淡的花香清洁作用。
368,12123,Sofy_NFS_120064_120064_D2a_0.jpg,理想中的经期肌肤洁净-摸起来像,,不渗漏，安全的感觉。
369,12124,Sofy_NFS_120064_120064_D3a_0.jpg,理想中的经期肌肤洁净-闻起来像,,闻起来清新的香味，淡淡的。
370,12125,Sofy_NFS_120064_120064_D4a_0.jpg,理想中的经期肌肤洁净-听起来像,,舒服的是海浪声音。
